"Population by Mother tongue","Number"
"Avadhi",""
"Female","4889"
"Male","5400"
"Bhojpuri",""
"Female","130"
"Male","185"
"Chhantyal",""
"Female","103"
"Male","97"
"Doteli",""
"Female","42"
"Male","44"
"Gurung",""
"Female","140"
"Male","111"
"Hindi",""
"Female","1265"
"Male","1389"
"Kham",""
"Female","2683"
"Male","2292"
"Kumal",""
"Female","15"
"Male","5"
"Magar",""
"Female","2873"
"Male","2331"
"Maithili",""
"Female","212"
"Male","326"
"Nepali",""
"Female","196916"
"Male","168033"
"Newar",""
"Female","400"
"Male","390"
"Not Reported",""
"Female","128"
"Male","121"
"Others",""
"Female","147"
"Male","146"
"Sign Language",""
"Female","15"
"Male","15"
"Tamang",""
"Female","57"
"Male","43"
"Tharu",""
"Female","79987"
"Male","75079"
"Urdu",""
"Female","1048"
"Male","1084"
