"Population by Mother tongue","Number"
"Achhami",""
"Female","113"
"Male","97"
"","210"
"Doteli",""
"Female","4299"
"Male","4196"
"","8495"
"Hindi",""
"Female","2"
"Male","10"
"","12"
"Kham",""
"Female","40"
"Male","48"
"","88"
"Magar",""
"Female","504"
"Male","501"
"","1005"
"Maithili",""
"Female","8"
"Male","9"
"","17"
"Nepali",""
"Female","4570"
"Male","4414"
"","8984"
"Others",""
"Female","14"
"Male","16"
"","30"
"Sherpa",""
"Female","6"
"Male","5"
"","11"
"Tamang",""
"Female","39"
"Male","33"
"","72"
