"Population by Single Year of Age","Number"
"0",""
"Female","108"
"Male","92"
"1",""
"Female","103"
"Male","104"
"10",""
"Female","162"
"Male","180"
"11",""
"Female","100"
"Male","111"
"12",""
"Female","199"
"Male","156"
"13",""
"Female","108"
"Male","106"
"14",""
"Female","154"
"Male","150"
"15",""
"Female","127"
"Male","102"
"16",""
"Female","144"
"Male","110"
"17",""
"Female","78"
"Male","75"
"18",""
"Female","136"
"Male","153"
"19",""
"Female","73"
"Male","69"
"2",""
"Female","123"
"Male","121"
"20",""
"Female","127"
"Male","81"
"21",""
"Female","74"
"Male","44"
"22",""
"Female","128"
"Male","70"
"23",""
"Female","77"
"Male","51"
"24",""
"Female","87"
"Male","46"
"25",""
"Female","127"
"Male","60"
"26",""
"Female","77"
"Male","50"
"27",""
"Female","51"
"Male","29"
"28",""
"Female","94"
"Male","71"
"29",""
"Female","39"
"Male","32"
"3",""
"Female","129"
"Male","129"
"30",""
"Female","118"
"Male","62"
"31",""
"Female","47"
"Male","35"
"32",""
"Female","87"
"Male","60"
"33",""
"Female","34"
"Male","32"
"34",""
"Female","41"
"Male","36"
"35",""
"Female","116"
"Male","90"
"36",""
"Female","64"
"Male","59"
"37",""
"Female","29"
"Male","31"
"38",""
"Female","82"
"Male","58"
"39",""
"Female","17"
"Male","17"
"4",""
"Female","112"
"Male","109"
"40",""
"Female","103"
"Male","82"
"41",""
"Female","37"
"Male","34"
"42",""
"Female","59"
"Male","61"
"43",""
"Female","25"
"Male","34"
"44",""
"Female","23"
"Male","32"
"45",""
"Female","114"
"Male","82"
"46",""
"Female","39"
"Male","42"
"47",""
"Female","23"
"Male","26"
"48",""
"Female","63"
"Male","56"
"49",""
"Female","21"
"Male","40"
"5",""
"Female","124"
"Male","128"
"50",""
"Female","91"
"Male","81"
"51",""
"Female","31"
"Male","41"
"52",""
"Female","35"
"Male","43"
"53",""
"Female","20"
"Male","22"
"54",""
"Female","29"
"Male","26"
"55",""
"Female","66"
"Male","64"
"56",""
"Female","34"
"Male","33"
"57",""
"Female","21"
"Male","17"
"58",""
"Female","37"
"Male","46"
"59",""
"Female","17"
"Male","25"
"6",""
"Female","125"
"Male","150"
"60",""
"Female","77"
"Male","42"
"61",""
"Female","22"
"Male","32"
"62",""
"Female","40"
"Male","35"
"63",""
"Female","18"
"Male","20"
"64",""
"Female","18"
"Male","27"
"65",""
"Female","92"
"Male","60"
"66",""
"Female","20"
"Male","20"
"67",""
"Female","20"
"Male","17"
"68",""
"Female","34"
"Male","49"
"69",""
"Female","9"
"Male","16"
"7",""
"Female","144"
"Male","111"
"70",""
"Female","36"
"Male","37"
"71",""
"Female","17"
"Male","8"
"72",""
"Female","26"
"Male","29"
"73",""
"Female","11"
"Male","10"
"74",""
"Female","5"
"Male","7"
"75",""
"Female","35"
"Male","38"
"76",""
"Female","6"
"Male","16"
"77",""
"Female","4"
"Male","6"
"78",""
"Female","9"
"Male","11"
"79",""
"Female","2"
"Male","7"
"8",""
"Female","169"
"Male","158"
"80",""
"Female","11"
"Male","15"
"81",""
"Female","4"
"Male","5"
"82",""
"Female","6"
"Male","7"
"83",""
"Female","2"
"Male","2"
"84",""
"Female","2"
"Male","4"
"85",""
"Female","13"
"Male","26"
"9",""
"Female","121"
"Male","104"
