"Population by Religion","Number"
"Bahai","0"
"Bon","0"
"Buddism","109"
"Christianity","1182"
"Hindu","27037"
"Islam","8"
"Jainism","0"
"Kirat","0"
"Prakriti","1"
"Sikhism","0"
"Undefined","180"
"Total","28517"
