"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas Fuel","4"
"Cow Dung","6"
"Electricity Fuel","0"
"KeroseneFuel","11"
"LP Gas","31"
"Not Sated about Fuel","14"
"OthersFuel","0"
"Wood/FireWood","5618"
"Total","5684"
