"Population by Caste Ethinicity","Number"
"Badi",""
"Female","8"
"Male","5"
"","13"
"Brahman - Hill",""
"Female","47"
"Male","46"
"","93"
"Chhetri",""
"Female","4650"
"Male","3653"
"","8303"
"Dalit Others",""
"Female","20"
"Male","29"
"","49"
"Damai/Dholi",""
"Female","657"
"Male","580"
"","1237"
"Gurung",""
"Female","12"
"Male","13"
"","25"
"Kami",""
"Female","2128"
"Male","1617"
"","3745"
"Magar",""
"Female","6601"
"Male","5407"
"","12008"
"Newar",""
"Female","25"
"Male","18"
"","43"
"Others",""
"Female","21"
"Male","22"
"","43"
"Sanyasi/Dasnami",""
"Female","600"
"Male","483"
"","1083"
"Sarki",""
"Female","473"
"Male","400"
"","873"
"Sherpa",""
"Female","15"
"Male","10"
"","25"
"Tamang",""
"Female","7"
"Male","4"
"","11"
"Terai Others",""
"Female","8"
"Male","13"
"","21"
"Thakuri",""
"Female","204"
"Male","153"
"","357"
