"Population by Mother tongue","Number"
"Achhami",""
"Female","29"
"Male","27"
"Baitadeli",""
"Female","345"
"Male","267"
"Bajhangi",""
"Female","99"
"Male","77"
"Bajureli",""
"Female","12"
"Male","14"
"Darchuleli",""
"Female","179"
"Male","158"
"Doteli",""
"Female","1425"
"Male","1278"
"Hindi",""
"Female","2"
"Male","10"
"Magar",""
"Female","399"
"Male","377"
"Maithili",""
"Female","13"
"Male","16"
"Nepali",""
"Female","223"
"Male","218"
"Not Reported",""
"Female","23"
"Male","23"
"Others",""
"Female","22"
"Male","20"
"Tharu",""
"Female","8712"
"Male","8601"
