"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas Fuel","25"
"Cow Dung","4490"
"Electricity Fuel","19"
"KeroseneFuel","193"
"LP Gas","3652"
"Not Sated about Fuel","213"
"OthersFuel","26"
"Wood/FireWood","4732"
"Total","13350"
