"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas","2"
"Cow Dung","4787"
"Electricity","0"
"Kerosene","95"
"LP Gas","17"
"Not stated","80"
"Others","3"
"Wood/Firewood","258"
"Total","5242"
