"Population by Five Years Age Group","Number"
"0-4",""
"Female","1508"
"Male","1493"
"10-14",""
"Female","1964"
"Male","1915"
"15-19",""
"Female","1312"
"Male","1382"
"20-24",""
"Female","1182"
"Male","931"
"25-29",""
"Female","1240"
"Male","1006"
"30-34",""
"Female","1098"
"Male","873"
"35-39",""
"Female","921"
"Male","952"
"40-44",""
"Female","765"
"Male","749"
"45-49",""
"Female","690"
"Male","703"
"50-54",""
"Female","530"
"Male","523"
"55-59",""
"Female","435"
"Male","530"
"5-9",""
"Female","2126"
"Male","2240"
"60-64",""
"Female","447"
"Male","414"
"65-69",""
"Female","330"
"Male","374"
"70-74",""
"Female","230"
"Male","220"
"75+",""
"Female","194"
"Male","221"
