"Population by Mother tongue","Number"
"Bahing",""
"Female","28"
"Male","17"
"Belhare",""
"Female","39"
"Male","29"
"Chamling",""
"Female","26"
"Male","25"
"Gurung",""
"Female","22"
"Male","22"
"Khaling",""
"Female","150"
"Male","148"
"Kulung",""
"Female","50"
"Male","45"
"Lhomi",""
"Female","297"
"Male","273"
"Nepali",""
"Female","340"
"Male","346"
"Newar",""
"Female","13"
"Male","13"
"Not Reported",""
"Female","12"
"Male","9"
"Others",""
"Female","15"
"Male","24"
"Rai",""
"Female","63"
"Male","68"
"Sherpa",""
"Female","1900"
"Male","1767"
"Tamang",""
"Female","303"
"Male","313"
"Thulung",""
"Female","15"
"Male","20"
"Yamphu/Yamphe",""
"Female","99"
"Male","85"
