"Population by Caste/Ethinicity","Number"
"Bhote",""
"Female","1655"
"Male","1536"
"Brahman - Hill",""
"Female","2"
"Male","10"
"Chhetri",""
"Female","7"
"Male","23"
"Gurung",""
"Female","100"
"Male","90"
"Kami",""
"Female","43"
"Male","42"
"Kulung",""
"Female","10"
"Male","7"
"Lhomi",""
"Female","446"
"Male","400"
"Newar",""
"Female","26"
"Male","24"
"Others",""
"Female","10"
"Male","21"
"Rai",""
"Female","556"
"Male","544"
"Sherpa",""
"Female","208"
"Male","194"
"Tamang",""
"Female","309"
"Male","313"
