"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas","25981"
"Cow Dung","1194"
"Electricity","691"
"Kerosene","3421"
"LP Gas","148008"
"Not stated","2295"
"Others","570"
"Wood/Firewood","395522"
"Total","577682"
