"Population by Mother tongue","Number"
"Avadhi",""
"Female","15"
"Male","33"
"Bajjika",""
"Female","668"
"Male","589"
"Bangla",""
"Female","113"
"Male","394"
"Bantawa",""
"Female","37"
"Male","38"
"Belhare",""
"Female","22"
"Male","18"
"Bhojpuri",""
"Female","3222"
"Male","6828"
"Bhujel",""
"Female","1248"
"Male","1103"
"Bote",""
"Female","1148"
"Male","1076"
"Chepang",""
"Female","954"
"Male","907"
"Chhantyal",""
"Female","1521"
"Male","1202"
"Darai",""
"Female","2562"
"Male","2064"
"Doteli",""
"Female","71"
"Male","66"
"Dura",""
"Female","1170"
"Male","865"
"English",""
"Female","36"
"Male","57"
"Ghale",""
"Female","1799"
"Male","1430"
"Gurung",""
"Female","116471"
"Male","92502"
"Hindi",""
"Female","1156"
"Male","2784"
"Hyolmo/Yholmo",""
"Female","511"
"Male","410"
"Jirel",""
"Female","18"
"Male","12"
"Kham",""
"Female","2062"
"Male","1738"
"Khash",""
"Female","647"
"Male","449"
"Kulung",""
"Female","11"
"Male","20"
"Kumal",""
"Female","2931"
"Male","2377"
"Lhopa",""
"Female","1472"
"Male","1229"
"Limbu",""
"Female","129"
"Male","151"
"Magar",""
"Female","132160"
"Male","104617"
"Maithili",""
"Female","1598"
"Male","3061"
"Majhi",""
"Female","161"
"Male","174"
"Musalman",""
"Female","15"
"Male","7"
"Nepali",""
"Female","964542"
"Male","781746"
"Newar",""
"Female","22332"
"Male","18924"
"Not Reported",""
"Female","1058"
"Male","847"
"Oriya",""
"Female","21"
"Male","70"
"Others",""
"Female","1428"
"Male","1663"
"Punjabi",""
"Female","6"
"Male","7"
"Rai",""
"Female","918"
"Male","1053"
"Rajbanshi",""
"Female","8"
"Male","11"
"Rajsthani",""
"Female","9"
"Male","8"
"Sanskrit",""
"Female","41"
"Male","53"
"Santhali",""
"Female","25"
"Male","24"
"Sherpa",""
"Female","366"
"Male","350"
"Sign Language",""
"Female","236"
"Male","263"
"Sunuwar",""
"Female","28"
"Male","44"
"Tamang",""
"Female","17956"
"Male","16081"
"Thakali",""
"Female","1538"
"Male","1358"
"Tharu",""
"Female","18805"
"Male","16816"
"Tibetan",""
"Female","11"
"Male","14"
"Uranw/Urau",""
"Female","21"
"Male","37"
"Urdu",""
"Female","4597"
"Male","3897"
"Yakkha",""
"Female","5"
"Male","8"
