"Population by Five Years Age Group","Number"
"0-4",""
"Female","100033"
"Male","106677"
"10-14",""
"Female","156576"
"Male","158243"
"15-19",""
"Female","148309"
"Male","133141"
"20-24",""
"Female","127806"
"Male","80411"
"25-29",""
"Female","110632"
"Male","63781"
"30-34",""
"Female","89292"
"Male","54017"
"35-39",""
"Female","82124"
"Male","51419"
"40-44",""
"Female","71907"
"Male","50374"
"45-49",""
"Female","62609"
"Male","47609"
"50-54",""
"Female","56785"
"Male","48872"
"55-59",""
"Female","46083"
"Male","42128"
"5-9",""
"Female","127226"
"Male","132505"
"60-64",""
"Female","44188"
"Male","37461"
"65-69",""
"Female","31985"
"Male","29620"
"70-74",""
"Female","24095"
"Male","23472"
"75+",""
"Female","33299"
"Male","31078"
