"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas Fuel","13"
"Cow Dung","5231"
"Electricity Fuel","1"
"KeroseneFuel","80"
"LP Gas","63"
"Not Sated about Fuel","12"
"OthersFuel","4"
"Wood/FireWood","957"
"Total","6361"
