"Population by Religion","Number"
"Bahai","0"
"Bon","0"
"Buddism","14"
"Christianity","14"
"Hindu","30897"
"Islam","4260"
"Jainism","0"
"Kirat","1"
"Prakriti","52"
"Sikhism","0"
"Undefined","45"
"Total","35283"
