"Population by Caste/Ethinicity","Number"
"Badi",""
"Female","58"
"Male","57"
"Brahman - Hill",""
"Female","1527"
"Male","1225"
"Chhetri",""
"Female","2626"
"Male","2182"
"Damai/Dholi",""
"Female","370"
"Male","328"
"Gurung",""
"Female","47"
"Male","42"
"Kami",""
"Female","739"
"Male","716"
"Kathabaniyan",""
"Female","6"
"Male","5"
"Kumal",""
"Female","7"
"Male","12"
"Lohar",""
"Female","113"
"Male","90"
"Magar",""
"Female","144"
"Male","130"
"Musalman",""
"Female","18"
"Male","25"
"Newar",""
"Female","83"
"Male","79"
"Others",""
"Female","14"
"Male","8"
"Sanyasi/Dasnami",""
"Female","70"
"Male","66"
"Sarki",""
"Female","35"
"Male","30"
"Terai Others",""
"Female","20"
"Male","13"
"Thakuri",""
"Female","836"
"Male","693"
"Tharu",""
"Female","11724"
"Male","10733"
