"Population by Five Years Age Group","Number"
"0-4",""
"Female","1463"
"Male","1523"
"10-14",""
"Female","2622"
"Male","2459"
"15-19",""
"Female","2503"
"Male","2119"
"20-24",""
"Female","1948"
"Male","1372"
"25-29",""
"Female","1556"
"Male","1269"
"30-34",""
"Female","1297"
"Male","996"
"35-39",""
"Female","1120"
"Male","1006"
"40-44",""
"Female","977"
"Male","807"
"45-49",""
"Female","737"
"Male","710"
"50-54",""
"Female","568"
"Male","525"
"55-59",""
"Female","506"
"Male","473"
"5-9",""
"Female","1904"
"Male","2025"
"60-64",""
"Female","501"
"Male","425"
"65-69",""
"Female","346"
"Male","319"
"70-74",""
"Female","213"
"Male","227"
"75+",""
"Female","182"
"Male","187"
