"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas","633"
"Cow Dung","31"
"Electricity","2"
"Kerosene","20"
"LP Gas","39"
"Not stated","6"
"Others","0"
"Wood/Firewood","5404"
"Total","6135"
