"Population by Mother tongue","Number"
"Magar",""
"Female","650"
"Male","473"
"","1123"
"Maithili",""
"Female","13"
"Male","19"
"","32"
"Nepali",""
"Female","6509"
"Male","5284"
"","11793"
"Newar",""
"Female","404"
"Male","384"
"","788"
"Not Reported",""
"Female","18"
"Male","17"
"","35"
"Others",""
"Female","13"
"Male","19"
"","32"
"Pahari",""
"Female","164"
"Male","159"
"","323"
"Sherpa",""
"Female","82"
"Male","69"
"","151"
"Tamang",""
"Female","3642"
"Male","3043"
"","6685"
"Thami",""
"Female","941"
"Male","835"
"","1776"
