"Population by Religion","Number"
"Bahai","0"
"Bon","1"
"Buddism","10537"
"Christianity","229"
"Hindu","9847"
"Islam","0"
"Jainism","0"
"Kirat","1"
"Prakriti","2101"
"Sikhism","0"
"Undefined","57"
"Total","22773"
