"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas Fuel","17"
"Cow Dung","0"
"Electricity Fuel","5"
"KeroseneFuel","17"
"LP Gas","292"
"Not Sated about Fuel","23"
"OthersFuel","3"
"Wood/FireWood","5581"
"Total","5938"
