"Population by Religion","Number"
"Bahai","1"
"Bon","1"
"Buddism","7779"
"Christianity","376"
"Hindu","13254"
"Islam","1"
"Jainism","34"
"Kirat","5874"
"Prakriti","25"
"Sikhism","0"
"Undefined","117"
"Total","27462"
