"Population by Caste Ethinicity","Number"
"Bantaba",""
"Female","8"
"Male","9"
"","17"
"Brahman - Hill",""
"Female","889"
"Male","780"
"","1669"
"Chamling",""
"Female","114"
"Male","93"
"","207"
"Chhetri",""
"Female","3639"
"Male","3113"
"","6752"
"Dalit Others",""
"Female","12"
"Male","4"
"","16"
"Damai/Dholi",""
"Female","300"
"Male","247"
"","547"
"Dhandi",""
"Female","12"
"Male","8"
"","20"
"Gharti/Bhujel",""
"Female","46"
"Male","43"
"","89"
"Gurung",""
"Female","153"
"Male","129"
"","282"
"Kami",""
"Female","577"
"Male","505"
"","1082"
"Khaling",""
"Female","94"
"Male","85"
"","179"
"Kulung",""
"Female","87"
"Male","80"
"","167"
"Limbu",""
"Female","1478"
"Male","1306"
"","2784"
"Magar",""
"Female","341"
"Male","281"
"","622"
"Majhi",""
"Female","12"
"Male","10"
"","22"
"Marwadi",""
"Female","19"
"Male","18"
"","37"
"Newar",""
"Female","915"
"Male","752"
"","1667"
"Others",""
"Female","32"
"Male","42"
"","74"
"Rai",""
"Female","1141"
"Male","996"
"","2137"
"Sanyasi/Dasnami",""
"Female","42"
"Male","39"
"","81"
"Sarki",""
"Female","283"
"Male","268"
"","551"
"Sherpa",""
"Female","1516"
"Male","1346"
"","2862"
"Tamang",""
"Female","2223"
"Male","1890"
"","4113"
"Tharu",""
"Female","3"
"Male","14"
"","17"
"Thulung",""
"Female","108"
"Male","114"
"","222"
"Undefined Others",""
"Female","31"
"Male","24"
"","55"
"Yadav",""
"Female","16"
"Male","20"
"","36"
"Yakkha",""
"Female","547"
"Male","454"
"","1001"
