"Population by Five Years Age Group","Number"
"0-4",""
"Female","1838"
"Male","2020"
"10-14",""
"Female","2413"
"Male","2428"
"15-19",""
"Female","2072"
"Male","1843"
"20-24",""
"Female","1742"
"Male","976"
"25-29",""
"Female","1410"
"Male","998"
"30-34",""
"Female","1174"
"Male","897"
"35-39",""
"Female","1118"
"Male","822"
"40-44",""
"Female","912"
"Male","780"
"45-49",""
"Female","751"
"Male","672"
"50-54",""
"Female","741"
"Male","626"
"55-59",""
"Female","588"
"Male","563"
"5-9",""
"Female","2138"
"Male","2170"
"60-64",""
"Female","730"
"Male","503"
"65-69",""
"Female","466"
"Male","400"
"70-74",""
"Female","342"
"Male","305"
"75+",""
"Female","449"
"Male","324"
