"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas","3"
"Cow Dung","3"
"Electricity","0"
"Kerosene","37"
"LP Gas","358"
"Not stated","29"
"Others","12"
"Wood/Firewood","6815"
"Total","7257"
