"Population by Single Year of Age","Number"
"0",""
"Female","350"
"Male","392"
"1",""
"Female","321"
"Male","396"
"10",""
"Female","626"
"Male","670"
"11",""
"Female","546"
"Male","647"
"12",""
"Female","736"
"Male","774"
"13",""
"Female","722"
"Male","708"
"14",""
"Female","802"
"Male","724"
"15",""
"Female","765"
"Male","751"
"16",""
"Female","732"
"Male","696"
"17",""
"Female","725"
"Male","723"
"18",""
"Female","786"
"Male","808"
"19",""
"Female","653"
"Male","484"
"2",""
"Female","362"
"Male","383"
"20",""
"Female","769"
"Male","574"
"21",""
"Female","592"
"Male","437"
"22",""
"Female","736"
"Male","488"
"23",""
"Female","611"
"Male","413"
"24",""
"Female","659"
"Male","423"
"25",""
"Female","784"
"Male","486"
"26",""
"Female","569"
"Male","391"
"27",""
"Female","570"
"Male","348"
"28",""
"Female","648"
"Male","406"
"29",""
"Female","369"
"Male","261"
"3",""
"Female","321"
"Male","360"
"30",""
"Female","824"
"Male","544"
"31",""
"Female","301"
"Male","222"
"32",""
"Female","521"
"Male","374"
"33",""
"Female","327"
"Male","269"
"34",""
"Female","323"
"Male","254"
"35",""
"Female","834"
"Male","548"
"36",""
"Female","389"
"Male","236"
"37",""
"Female","310"
"Male","216"
"38",""
"Female","442"
"Male","300"
"39",""
"Female","253"
"Male","218"
"4",""
"Female","392"
"Male","463"
"40",""
"Female","829"
"Male","652"
"41",""
"Female","217"
"Male","196"
"42",""
"Female","328"
"Male","341"
"43",""
"Female","228"
"Male","216"
"44",""
"Female","219"
"Male","187"
"45",""
"Female","557"
"Male","522"
"46",""
"Female","243"
"Male","213"
"47",""
"Female","195"
"Male","187"
"48",""
"Female","320"
"Male","278"
"49",""
"Female","164"
"Male","162"
"5",""
"Female","399"
"Male","440"
"50",""
"Female","564"
"Male","524"
"51",""
"Female","169"
"Male","177"
"52",""
"Female","247"
"Male","247"
"53",""
"Female","136"
"Male","176"
"54",""
"Female","142"
"Male","156"
"55",""
"Female","335"
"Male","326"
"56",""
"Female","175"
"Male","170"
"57",""
"Female","131"
"Male","164"
"58",""
"Female","175"
"Male","194"
"59",""
"Female","100"
"Male","98"
"6",""
"Female","470"
"Male","447"
"60",""
"Female","390"
"Male","368"
"61",""
"Female","108"
"Male","120"
"62",""
"Female","140"
"Male","110"
"63",""
"Female","90"
"Male","113"
"64",""
"Female","124"
"Male","99"
"65",""
"Female","284"
"Male","266"
"66",""
"Female","83"
"Male","94"
"67",""
"Female","111"
"Male","98"
"68",""
"Female","109"
"Male","153"
"69",""
"Female","58"
"Male","81"
"7",""
"Female","481"
"Male","527"
"70",""
"Female","232"
"Male","215"
"71",""
"Female","54"
"Male","51"
"72",""
"Female","83"
"Male","95"
"73",""
"Female","51"
"Male","60"
"74",""
"Female","34"
"Male","49"
"75",""
"Female","127"
"Male","136"
"76",""
"Female","41"
"Male","48"
"77",""
"Female","42"
"Male","40"
"78",""
"Female","79"
"Male","86"
"79",""
"Female","26"
"Male","38"
"8",""
"Female","549"
"Male","616"
"80",""
"Female","87"
"Male","68"
"81",""
"Female","21"
"Male","20"
"82",""
"Female","26"
"Male","40"
"83",""
"Female","22"
"Male","35"
"84",""
"Female","28"
"Male","22"
"85",""
"Female","164"
"Male","152"
"9",""
"Female","520"
"Male","488"
