"Population by Mother tongue","Number"
"Bhojpuri",""
"Female","457"
"Male","725"
"Bote",""
"Female","53"
"Male","48"
"Chepang",""
"Female","74"
"Male","79"
"Darai",""
"Female","1481"
"Male","1245"
"Gurung",""
"Female","202"
"Male","185"
"Hindi",""
"Female","78"
"Male","122"
"Kham",""
"Female","20"
"Male","18"
"Kumal",""
"Female","10"
"Male","7"
"Magar",""
"Female","298"
"Male","237"
"Maithili",""
"Female","151"
"Male","202"
"Nepali",""
"Female","18116"
"Male","15625"
"Newar",""
"Female","259"
"Male","240"
"Not Reported",""
"Female","24"
"Male","26"
"Others",""
"Female","24"
"Male","20"
"Sign Language",""
"Female","8"
"Male","14"
"Tamang",""
"Female","832"
"Male","698"
"Tharu",""
"Female","7906"
"Male","6551"
"Urdu",""
"Female","26"
"Male","33"
