"Population by Single Year of Age","Number"
"0",""
"Female","1749"
"Male","1748"
"1",""
"Female","1634"
"Male","1778"
"10",""
"Female","2430"
"Male","2451"
"11",""
"Female","2117"
"Male","2109"
"12",""
"Female","2546"
"Male","2605"
"13",""
"Female","2333"
"Male","2383"
"14",""
"Female","2527"
"Male","2399"
"15",""
"Female","2444"
"Male","2421"
"16",""
"Female","2432"
"Male","2260"
"17",""
"Female","2462"
"Male","2280"
"18",""
"Female","2528"
"Male","2168"
"19",""
"Female","1804"
"Male","1393"
"2",""
"Female","1669"
"Male","1707"
"20",""
"Female","1940"
"Male","1344"
"21",""
"Female","1677"
"Male","1087"
"22",""
"Female","2095"
"Male","1269"
"23",""
"Female","1563"
"Male","969"
"24",""
"Female","1515"
"Male","949"
"25",""
"Female","1847"
"Male","1077"
"26",""
"Female","1365"
"Male","949"
"27",""
"Female","1331"
"Male","945"
"28",""
"Female","1472"
"Male","1049"
"29",""
"Female","903"
"Male","691"
"3",""
"Female","1765"
"Male","1750"
"30",""
"Female","1692"
"Male","1164"
"31",""
"Female","729"
"Male","648"
"32",""
"Female","1216"
"Male","890"
"33",""
"Female","796"
"Male","696"
"34",""
"Female","823"
"Male","657"
"35",""
"Female","1636"
"Male","1154"
"36",""
"Female","948"
"Male","694"
"37",""
"Female","804"
"Male","673"
"38",""
"Female","1038"
"Male","831"
"39",""
"Female","771"
"Male","656"
"4",""
"Female","1928"
"Male","2099"
"40",""
"Female","1730"
"Male","1304"
"41",""
"Female","756"
"Male","653"
"42",""
"Female","1046"
"Male","900"
"43",""
"Female","905"
"Male","780"
"44",""
"Female","767"
"Male","611"
"45",""
"Female","1494"
"Male","1126"
"46",""
"Female","884"
"Male","754"
"47",""
"Female","763"
"Male","776"
"48",""
"Female","965"
"Male","891"
"49",""
"Female","787"
"Male","718"
"5",""
"Female","2077"
"Male","2149"
"50",""
"Female","1494"
"Male","1325"
"51",""
"Female","709"
"Male","696"
"52",""
"Female","850"
"Male","925"
"53",""
"Female","682"
"Male","660"
"54",""
"Female","659"
"Male","565"
"55",""
"Female","872"
"Male","812"
"56",""
"Female","650"
"Male","608"
"57",""
"Female","595"
"Male","613"
"58",""
"Female","641"
"Male","713"
"59",""
"Female","550"
"Male","515"
"6",""
"Female","2066"
"Male","2110"
"60",""
"Female","1043"
"Male","885"
"61",""
"Female","550"
"Male","490"
"62",""
"Female","581"
"Male","606"
"63",""
"Female","476"
"Male","474"
"64",""
"Female","431"
"Male","418"
"65",""
"Female","670"
"Male","562"
"66",""
"Female","338"
"Male","332"
"67",""
"Female","522"
"Male","459"
"68",""
"Female","459"
"Male","565"
"69",""
"Female","276"
"Male","349"
"7",""
"Female","2266"
"Male","2284"
"70",""
"Female","574"
"Male","590"
"71",""
"Female","256"
"Male","284"
"72",""
"Female","349"
"Male","350"
"73",""
"Female","229"
"Male","307"
"74",""
"Female","208"
"Male","235"
"75",""
"Female","365"
"Male","372"
"76",""
"Female","196"
"Male","215"
"77",""
"Female","294"
"Male","258"
"78",""
"Female","316"
"Male","266"
"79",""
"Female","112"
"Male","112"
"8",""
"Female","2266"
"Male","2321"
"80",""
"Female","241"
"Male","231"
"81",""
"Female","102"
"Male","111"
"82",""
"Female","96"
"Male","127"
"83",""
"Female","89"
"Male","109"
"84",""
"Female","102"
"Male","92"
"85",""
"Female","461"
"Male","444"
"9",""
"Female","2067"
"Male","2058"
