"Population by Mother tongue","Number"
"Bahing",""
"Female","37"
"Male","30"
"Bantawa",""
"Female","19031"
"Male","16746"
"Bhojpuri",""
"Female","56"
"Male","48"
"Bhujel",""
"Female","228"
"Male","229"
"Chamling",""
"Female","1177"
"Male","1059"
"Dumi",""
"Female","20"
"Male","30"
"Dungmali",""
"Female","2970"
"Male","2495"
"Ghale",""
"Female","117"
"Male","112"
"Gurung",""
"Female","256"
"Male","239"
"Khaling",""
"Female","136"
"Male","120"
"Khash",""
"Female","17"
"Male","17"
"Koyee",""
"Female","135"
"Male","146"
"Kulung",""
"Female","2276"
"Male","2152"
"Lhomi",""
"Female","9"
"Male","4"
"Limbu",""
"Female","85"
"Male","63"
"Magar",""
"Female","3282"
"Male","2934"
"Maithili",""
"Female","79"
"Male","221"
"Mewahang",""
"Female","317"
"Male","277"
"Nachhiring",""
"Female","676"
"Male","636"
"Nepali",""
"Female","47383"
"Male","41382"
"Newar",""
"Female","4250"
"Male","3819"
"Not Reported",""
"Female","212"
"Male","162"
"Others",""
"Female","814"
"Male","771"
"Rai",""
"Female","1386"
"Male","1228"
"Sam",""
"Female","41"
"Male","34"
"Sampang",""
"Female","1911"
"Male","1697"
"Sanskrit",""
"Female","62"
"Male","57"
"Sherpa",""
"Female","1583"
"Male","1223"
"Sunuwar",""
"Female","49"
"Male","37"
"Tamang",""
"Female","7201"
"Male","6404"
"Thami",""
"Female","110"
"Male","80"
"Tharu",""
"Female","24"
"Male","20"
"Thulung",""
"Female","275"
"Male","281"
"Yakkha",""
"Female","138"
"Male","103"
"Yamphu/Yamphe",""
"Female","13"
"Male","13"
