"Number of households by type of outer wall","Number"
"BambooWall","2938"
"Cement Bonded Bricks/Stone Wall","211"
"Mud Bonded Bricks/Stone Wall","35175"
"Not stated","87"
"Others","69"
"Unbaked Bricks","633"
"Wood/Planks","280"
"Total","39393"
