"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas Fuel","286"
"Cow Dung","34"
"Electricity Fuel","0"
"KeroseneFuel","33"
"LP Gas","108"
"Not Sated about Fuel","62"
"OthersFuel","26"
"Wood/FireWood","7562"
"Total","8111"
