"Population by Religion","Number"
"Bahai","1"
"Bon","0"
"Buddism","1103"
"Christianity","114"
"Hindu","41887"
"Islam","948"
"Jainism","0"
"Kirat","0"
"Prakriti","0"
"Sikhism","0"
"Undefined","29"
"Total","44082"
