"Population by Mother tongue","Number"
"Bhojpuri",""
"Female","5315"
"Male","5271"
"","10586"
"Doteli",""
"Female","11"
"Male","7"
"","18"
"Magar",""
"Female","119"
"Male","91"
"","210"
"Maithili",""
"Female","917"
"Male","952"
"","1869"
"Nepali",""
"Female","3865"
"Male","3404"
"","7269"
"Newar",""
"Female","196"
"Male","200"
"","396"
"Not Reported",""
"Female","17"
"Male","18"
"","35"
"Others",""
"Female","9"
"Male","6"
"","15"
"Tamang",""
"Female","446"
"Male","411"
"","857"
"Tharu",""
"Female","11602"
"Male","10753"
"","22355"
"Urdu",""
"Female","233"
"Male","192"
"","425"
