"Population by Caste Ethinicity","Number"
"Badhaee",""
"Female","6"
"Male","9"
"","15"
"Baraee",""
"Female","7"
"Male","5"
"","12"
"Bin",""
"Female","177"
"Male","171"
"","348"
"Brahman - Hill",""
"Female","1877"
"Male","1669"
"","3546"
"Brahman - Tarai",""
"Female","59"
"Male","58"
"","117"
"Chamar/ Harijan/ Ram",""
"Female","760"
"Male","808"
"","1568"
"Chhetri",""
"Female","1101"
"Male","928"
"","2029"
"Dalit Others",""
"Female","25"
"Male","20"
"","45"
"Damai/Dholi",""
"Female","62"
"Male","56"
"","118"
"Dhanuk",""
"Female","30"
"Male","20"
"","50"
"Dhobi",""
"Female","15"
"Male","14"
"","29"
"Dusadh/ Pasawan/ Pasi",""
"Female","418"
"Male","349"
"","767"
"Gharti/Bhujel",""
"Female","19"
"Male","19"
"","38"
"Hajam/Thakur",""
"Female","117"
"Male","109"
"","226"
"Kalwar",""
"Female","138"
"Male","164"
"","302"
"Kami",""
"Female","198"
"Male","161"
"","359"
"Kanu",""
"Female","142"
"Male","143"
"","285"
"Kathabaniyan",""
"Female","36"
"Male","31"
"","67"
"Kayastha",""
"Female","10"
"Male","8"
"","18"
"Koiri/Kushwaha",""
"Female","85"
"Male","86"
"","171"
"Kumal",""
"Female","9"
"Male","12"
"","21"
"Kumhar",""
"Female","7"
"Male","7"
"","14"
"Kurmi",""
"Female","14"
"Male","20"
"","34"
"Lohar",""
"Female","11"
"Male","8"
"","19"
"Magar",""
"Female","267"
"Male","214"
"","481"
"Majhi",""
"Female","123"
"Male","115"
"","238"
"Mali",""
"Female","24"
"Male","25"
"","49"
"Mallaha",""
"Female","214"
"Male","222"
"","436"
"Musahar",""
"Female","1129"
"Male","1134"
"","2263"
"Musalman",""
"Female","489"
"Male","459"
"","948"
"Newar",""
"Female","313"
"Male","311"
"","624"
"Nuniya",""
"Female","120"
"Male","116"
"","236"
"Others",""
"Female","33"
"Male","23"
"","56"
"Rai",""
"Female","17"
"Male","14"
"","31"
"Rajput",""
"Female","8"
"Male","8"
"","16"
"Sanyasi/Dasnami",""
"Female","42"
"Male","45"
"","87"
"Sonar",""
"Female","50"
"Male","55"
"","105"
"Sunuwar",""
"Female","5"
"Male","7"
"","12"
"Tamang",""
"Female","545"
"Male","500"
"","1045"
"Tatma/Tatwa",""
"Female","8"
"Male","8"
"","16"
"Teli",""
"Female","312"
"Male","333"
"","645"
"Terai Others",""
"Female","78"
"Male","76"
"","154"
"Thakuri",""
"Female","76"
"Male","68"
"","144"
"Thami",""
"Female","24"
"Male","23"
"","47"
"Tharu",""
"Female","13487"
"Male","12619"
"","26106"
"Undefined Others",""
"Female","6"
"Male","6"
"","12"
"Yadav",""
"Female","37"
"Male","49"
"","86"
