"Population by Religion","Number"
"Bahai","0"
"Bon","1"
"Buddism","2107"
"Christianity","850"
"Hindu","48904"
"Islam","441"
"Jainism","0"
"Kirat","0"
"Prakriti","144"
"Sikhism","0"
"Undefined","91"
"Total","52538"
