"Population by Mother tongue","Number"
"Avadhi",""
"Female","16"
"Male","18"
"","34"
"Bhojpuri",""
"Female","36"
"Male","120"
"","156"
"Bote",""
"Female","93"
"Male","80"
"","173"
"English",""
"Female","10"
"Male","11"
"","21"
"Gurung",""
"Female","20"
"Male","19"
"","39"
"Hindi",""
"Female","85"
"Male","137"
"","222"
"Kham",""
"Female","15"
"Male","21"
"","36"
"Kumal",""
"Female","5"
"Male","9"
"","14"
"Magar",""
"Female","2890"
"Male","2270"
"","5160"
"Maithili",""
"Female","26"
"Male","59"
"","85"
"Nepali",""
"Female","22927"
"Male","18732"
"","41659"
"Newar",""
"Female","1311"
"Male","1134"
"","2445"
"Not Reported",""
"Female","19"
"Male","19"
"","38"
"Others",""
"Female","30"
"Male","28"
"","58"
"Rai",""
"Female","15"
"Male","12"
"","27"
"Tamang",""
"Female","9"
"Male","19"
"","28"
"Tharu",""
"Female","43"
"Male","74"
"","117"
"Urdu",""
"Female","39"
"Male","54"
"","93"
