"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas Fuel","461"
"Cow Dung","11"
"Electricity Fuel","6"
"KeroseneFuel","214"
"LP Gas","6564"
"Not Sated about Fuel","46"
"OthersFuel","42"
"Wood/FireWood","6302"
"Total","13646"
