"Population by Five Years Age Group","Number"
"0-4",""
"Female","949"
"Male","894"
"10-14",""
"Female","1613"
"Male","1600"
"15-19",""
"Female","1417"
"Male","1231"
"20-24",""
"Female","1064"
"Male","510"
"25-29",""
"Female","833"
"Male","414"
"30-34",""
"Female","750"
"Male","411"
"35-39",""
"Female","848"
"Male","466"
"40-44",""
"Female","810"
"Male","533"
"45-49",""
"Female","783"
"Male","556"
"50-54",""
"Female","667"
"Male","631"
"55-59",""
"Female","566"
"Male","520"
"5-9",""
"Female","1085"
"Male","1109"
"60-64",""
"Female","467"
"Male","462"
"65-69",""
"Female","428"
"Male","357"
"70-74",""
"Female","338"
"Male","331"
"75+",""
"Female","489"
"Male","534"
