"Population by Single Year of Age","Number"
"0",""
"Female","181"
"Male","205"
"1",""
"Female","199"
"Male","183"
"10",""
"Female","301"
"Male","313"
"11",""
"Female","277"
"Male","265"
"12",""
"Female","377"
"Male","359"
"13",""
"Female","309"
"Male","311"
"14",""
"Female","349"
"Male","352"
"15",""
"Female","321"
"Male","315"
"16",""
"Female","325"
"Male","282"
"17",""
"Female","293"
"Male","253"
"18",""
"Female","280"
"Male","256"
"19",""
"Female","198"
"Male","125"
"2",""
"Female","188"
"Male","166"
"20",""
"Female","246"
"Male","129"
"21",""
"Female","200"
"Male","101"
"22",""
"Female","249"
"Male","109"
"23",""
"Female","176"
"Male","82"
"24",""
"Female","193"
"Male","89"
"25",""
"Female","232"
"Male","118"
"26",""
"Female","165"
"Male","72"
"27",""
"Female","142"
"Male","74"
"28",""
"Female","198"
"Male","78"
"29",""
"Female","96"
"Male","72"
"3",""
"Female","183"
"Male","180"
"30",""
"Female","287"
"Male","144"
"31",""
"Female","104"
"Male","51"
"32",""
"Female","161"
"Male","88"
"33",""
"Female","106"
"Male","56"
"34",""
"Female","92"
"Male","72"
"35",""
"Female","337"
"Male","142"
"36",""
"Female","149"
"Male","104"
"37",""
"Female","116"
"Male","47"
"38",""
"Female","157"
"Male","108"
"39",""
"Female","89"
"Male","65"
"4",""
"Female","198"
"Male","160"
"40",""
"Female","338"
"Male","198"
"41",""
"Female","87"
"Male","67"
"42",""
"Female","164"
"Male","122"
"43",""
"Female","117"
"Male","80"
"44",""
"Female","104"
"Male","66"
"45",""
"Female","303"
"Male","183"
"46",""
"Female","113"
"Male","81"
"47",""
"Female","105"
"Male","71"
"48",""
"Female","168"
"Male","138"
"49",""
"Female","94"
"Male","83"
"5",""
"Female","184"
"Male","201"
"50",""
"Female","289"
"Male","228"
"51",""
"Female","100"
"Male","91"
"52",""
"Female","111"
"Male","127"
"53",""
"Female","91"
"Male","85"
"54",""
"Female","76"
"Male","100"
"55",""
"Female","186"
"Male","166"
"56",""
"Female","103"
"Male","102"
"57",""
"Female","99"
"Male","93"
"58",""
"Female","114"
"Male","103"
"59",""
"Female","64"
"Male","56"
"6",""
"Female","201"
"Male","216"
"60",""
"Female","204"
"Male","191"
"61",""
"Female","64"
"Male","65"
"62",""
"Female","97"
"Male","81"
"63",""
"Female","44"
"Male","63"
"64",""
"Female","58"
"Male","62"
"65",""
"Female","176"
"Male","115"
"66",""
"Female","71"
"Male","55"
"67",""
"Female","65"
"Male","59"
"68",""
"Female","81"
"Male","81"
"69",""
"Female","35"
"Male","47"
"7",""
"Female","242"
"Male","240"
"70",""
"Female","145"
"Male","135"
"71",""
"Female","36"
"Male","45"
"72",""
"Female","83"
"Male","64"
"73",""
"Female","38"
"Male","54"
"74",""
"Female","36"
"Male","33"
"75",""
"Female","91"
"Male","94"
"76",""
"Female","44"
"Male","44"
"77",""
"Female","36"
"Male","35"
"78",""
"Female","42"
"Male","51"
"79",""
"Female","25"
"Male","32"
"8",""
"Female","242"
"Male","227"
"80",""
"Female","66"
"Male","52"
"81",""
"Female","13"
"Male","28"
"82",""
"Female","21"
"Male","20"
"83",""
"Female","22"
"Male","20"
"84",""
"Female","20"
"Male","32"
"85",""
"Female","109"
"Male","126"
"9",""
"Female","216"
"Male","225"
