"Population by Religion","Number"
"Bahai","44"
"Bon","29"
"Buddism","44366"
"Christianity","7252"
"Hindu","129141"
"Islam","229"
"Jainism","6"
"Kirat","103350"
"Prakriti","3896"
"Sikhism","2"
"Undefined","1939"
"Total","290254"
