"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas Fuel","1527"
"Cow Dung","108"
"Electricity Fuel","36"
"KeroseneFuel","455"
"LP Gas","3775"
"Not Sated about Fuel","347"
"OthersFuel","50"
"Wood/FireWood","58179"
"Total","64477"
