"Population by Caste/Ethinicity","Number"
"Brahman - Hill",""
"Female","2438"
"Male","1857"
"Chhetri",""
"Female","5259"
"Male","4160"
"Damai/Dholi",""
"Female","510"
"Male","328"
"Gharti/Bhujel",""
"Female","389"
"Male","335"
"Kami",""
"Female","1734"
"Male","1388"
"Magar",""
"Female","587"
"Male","478"
"Newar",""
"Female","59"
"Male","51"
"Others",""
"Female","14"
"Male","14"
"Sanyasi/Dasnami",""
"Female","166"
"Male","114"
"Sarki",""
"Female","628"
"Male","483"
"Thakuri",""
"Female","510"
"Male","397"
