"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas","3"
"Cow Dung","1"
"Electricity","0"
"Kerosene","6"
"LP Gas","31"
"Not stated","19"
"Others","1"
"Wood/Firewood","4796"
"Total","4857"
