"Population by Single Year of Age","Number"
"0",""
"Female","5437"
"Male","6104"
"1",""
"Female","5240"
"Male","6074"
"10",""
"Female","8150"
"Male","9493"
"11",""
"Female","7529"
"Male","8376"
"12",""
"Female","8692"
"Male","9840"
"13",""
"Female","8625"
"Male","9482"
"14",""
"Female","9150"
"Male","10308"
"15",""
"Female","9245"
"Male","10952"
"16",""
"Female","9661"
"Male","11939"
"17",""
"Female","9839"
"Male","12647"
"18",""
"Female","12015"
"Male","16438"
"19",""
"Female","9942"
"Male","12958"
"2",""
"Female","5841"
"Male","6568"
"20",""
"Female","13403"
"Male","16831"
"21",""
"Female","10758"
"Male","13781"
"22",""
"Female","14049"
"Male","16539"
"23",""
"Female","11959"
"Male","12958"
"24",""
"Female","13000"
"Male","13996"
"25",""
"Female","14362"
"Male","15207"
"26",""
"Female","11542"
"Male","11761"
"27",""
"Female","10720"
"Male","10873"
"28",""
"Female","13098"
"Male","14209"
"29",""
"Female","7446"
"Male","8177"
"3",""
"Female","5513"
"Male","6188"
"30",""
"Female","15419"
"Male","16182"
"31",""
"Female","6027"
"Male","7186"
"32",""
"Female","10147"
"Male","11224"
"33",""
"Female","6935"
"Male","7359"
"34",""
"Female","7086"
"Male","8019"
"35",""
"Female","12629"
"Male","14501"
"36",""
"Female","6925"
"Male","7381"
"37",""
"Female","5391"
"Male","6047"
"38",""
"Female","7905"
"Male","8777"
"39",""
"Female","4297"
"Male","5102"
"4",""
"Female","6046"
"Male","7131"
"40",""
"Female","11219"
"Male","13673"
"41",""
"Female","3399"
"Male","4374"
"42",""
"Female","6039"
"Male","7618"
"43",""
"Female","3961"
"Male","4776"
"44",""
"Female","3772"
"Male","4215"
"45",""
"Female","7389"
"Male","9170"
"46",""
"Female","3787"
"Male","4312"
"47",""
"Female","3012"
"Male","3669"
"48",""
"Female","4649"
"Male","5341"
"49",""
"Female","2671"
"Male","3144"
"5",""
"Female","6714"
"Male","7706"
"50",""
"Female","6584"
"Male","7617"
"51",""
"Female","2160"
"Male","2891"
"52",""
"Female","3405"
"Male","4007"
"53",""
"Female","2376"
"Male","2550"
"54",""
"Female","2230"
"Male","2564"
"55",""
"Female","4124"
"Male","4571"
"56",""
"Female","2440"
"Male","2611"
"57",""
"Female","1848"
"Male","2212"
"58",""
"Female","2414"
"Male","2850"
"59",""
"Female","1418"
"Male","1602"
"6",""
"Female","6600"
"Male","7546"
"60",""
"Female","4335"
"Male","4009"
"61",""
"Female","1392"
"Male","1511"
"62",""
"Female","1856"
"Male","1905"
"63",""
"Female","1334"
"Male","1377"
"64",""
"Female","1336"
"Male","1423"
"65",""
"Female","2778"
"Male","2380"
"66",""
"Female","1217"
"Male","1163"
"67",""
"Female","1282"
"Male","1279"
"68",""
"Female","1754"
"Male","1701"
"69",""
"Female","734"
"Male","766"
"7",""
"Female","7169"
"Male","8294"
"70",""
"Female","2282"
"Male","1721"
"71",""
"Female","678"
"Male","723"
"72",""
"Female","1145"
"Male","1046"
"73",""
"Female","858"
"Male","723"
"74",""
"Female","765"
"Male","656"
"75",""
"Female","1469"
"Male","986"
"76",""
"Female","772"
"Male","643"
"77",""
"Female","693"
"Male","505"
"78",""
"Female","951"
"Male","744"
"79",""
"Female","401"
"Male","320"
"8",""
"Female","7185"
"Male","8740"
"80",""
"Female","890"
"Male","580"
"81",""
"Female","351"
"Male","288"
"82",""
"Female","498"
"Male","332"
"83",""
"Female","372"
"Male","253"
"84",""
"Female","445"
"Male","326"
"85",""
"Female","2001"
"Male","1267"
"9",""
"Female","6981"
"Male","7839"
