"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas","40"
"Cow Dung","82"
"Electricity","142"
"Kerosene","7541"
"LP Gas","239297"
"Not stated","2154"
"Others","597"
"Wood/Firewood","4439"
"Total","254292"
