"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas Fuel","2"
"Cow Dung","7"
"Electricity Fuel","1"
"KeroseneFuel","9"
"LP Gas","18"
"Not Sated about Fuel","18"
"OthersFuel","3"
"Wood/FireWood","4727"
"Total","4785"
