"Population by Caste Ethinicity","Number"
"Brahman - Hill",""
"Female","526"
"Male","481"
"","1007"
"Chhetri",""
"Female","2775"
"Male","2208"
"","4983"
"Damai/Dholi",""
"Female","639"
"Male","435"
"","1074"
"Gaine",""
"Female","11"
"Male","3"
"","14"
"Gharti/Bhujel",""
"Female","31"
"Male","33"
"","64"
"Gurung",""
"Female","85"
"Male","62"
"","147"
"Kami",""
"Female","3302"
"Male","2582"
"","5884"
"Kumal",""
"Female","44"
"Male","40"
"","84"
"Magar",""
"Female","4566"
"Male","3838"
"","8404"
"Others",""
"Female","21"
"Male","10"
"","31"
"Sanyasi/Dasnami",""
"Female","1135"
"Male","992"
"","2127"
"Sarki",""
"Female","118"
"Male","104"
"","222"
"Tamang",""
"Female","160"
"Male","135"
"","295"
"Thakali",""
"Female","18"
"Male","24"
"","42"
"Thakuri",""
"Female","595"
"Male","448"
"","1043"
