"Population by Five Years Age Group","Number"
"0-4",""
"Female","1272"
"Male","1200"
"10-14",""
"Female","1166"
"Male","1351"
"15-19",""
"Female","705"
"Male","1017"
"20-24",""
"Female","769"
"Male","802"
"25-29",""
"Female","734"
"Male","803"
"30-34",""
"Female","733"
"Male","645"
"35-39",""
"Female","599"
"Male","662"
"40-44",""
"Female","476"
"Male","529"
"45-49",""
"Female","399"
"Male","455"
"50-54",""
"Female","334"
"Male","369"
"55-59",""
"Female","348"
"Male","336"
"5-9",""
"Female","1541"
"Male","1659"
"60-64",""
"Female","317"
"Male","357"
"65-69",""
"Female","284"
"Male","277"
"70-74",""
"Female","138"
"Male","202"
"75+",""
"Female","103"
"Male","135"
