"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas","9"
"Cow Dung","1456"
"Electricity","0"
"Kerosene","55"
"LP Gas","38"
"Not stated","78"
"Others","18"
"Wood/Firewood","1384"
"Total","3038"
