"Population by Caste Ethinicity","Number"
"Badi",""
"Female","36"
"Male","31"
"","67"
"Brahman - Hill",""
"Female","5924"
"Male","5604"
"","11528"
"Chhetri",""
"Female","7603"
"Male","7126"
"","14729"
"Dalit Others",""
"Female","237"
"Male","227"
"","464"
"Damai/Dholi",""
"Female","291"
"Male","262"
"","553"
"Dhanuk",""
"Female","4"
"Male","8"
"","12"
"Gharti/Bhujel",""
"Female","100"
"Male","82"
"","182"
"Gurung",""
"Female","243"
"Male","219"
"","462"
"Hajam/Thakur",""
"Female","7"
"Male","19"
"","26"
"Kami",""
"Female","249"
"Male","218"
"","467"
"Kanu",""
"Female","7"
"Male","4"
"","11"
"Kurmi",""
"Female","0"
"Male","13"
"","13"
"Limbu",""
"Female","34"
"Male","34"
"","68"
"Magar",""
"Female","490"
"Male","492"
"","982"
"Majhi",""
"Female","17"
"Male","24"
"","41"
"Musalman",""
"Female","14"
"Male","49"
"","63"
"Newar",""
"Female","8343"
"Male","7993"
"","16336"
"Others",""
"Female","40"
"Male","68"
"","108"
"Pahari",""
"Female","6"
"Male","5"
"","11"
"Rai",""
"Female","166"
"Male","178"
"","344"
"Sanyasi/Dasnami",""
"Female","930"
"Male","761"
"","1691"
"Sarki",""
"Female","239"
"Male","197"
"","436"
"Sherpa",""
"Female","10"
"Male","13"
"","23"
"Sunuwar",""
"Female","27"
"Male","17"
"","44"
"Tamang",""
"Female","3098"
"Male","2935"
"","6033"
"Teli",""
"Female","3"
"Male","20"
"","23"
"Terai Others",""
"Female","26"
"Male","73"
"","99"
"Thakuri",""
"Female","241"
"Male","236"
"","477"
"Thami",""
"Female","4"
"Male","7"
"","11"
"Tharu",""
"Female","43"
"Male","51"
"","94"
"Yadav",""
"Female","6"
"Male","26"
"","32"
