"Population by Mother tongue","Number"
"Bhojpuri",""
"Female","13"
"Male","45"
"","58"
"Doteli",""
"Female","3"
"Male","10"
"","13"
"Gurung",""
"Female","23"
"Male","28"
"","51"
"Hindi",""
"Female","2"
"Male","11"
"","13"
"Limbu",""
"Female","24"
"Male","22"
"","46"
"Magar",""
"Female","88"
"Male","83"
"","171"
"Maithili",""
"Female","53"
"Male","175"
"","228"
"Majhi",""
"Female","5"
"Male","6"
"","11"
"Nepali",""
"Female","18029"
"Male","16808"
"","34837"
"Newar",""
"Female","7077"
"Male","6833"
"","13910"
"Not Reported",""
"Female","8"
"Male","10"
"","18"
"Others",""
"Female","33"
"Male","41"
"","74"
"Rai",""
"Female","54"
"Male","59"
"","113"
"Sherpa",""
"Female","8"
"Male","9"
"","17"
"Sunuwar",""
"Female","21"
"Male","14"
"","35"
"Tamang",""
"Female","2980"
"Male","2816"
"","5796"
"Tharu",""
"Female","17"
"Male","22"
"","39"
