"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas Fuel","131"
"Cow Dung","11"
"Electricity Fuel","18"
"KeroseneFuel","140"
"LP Gas","4439"
"Not Sated about Fuel","92"
"OthersFuel","61"
"Wood/FireWood","7278"
"Total","12170"
