"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas","208"
"Cow Dung","2"
"Electricity","44"
"Kerosene","34"
"LP Gas","914"
"Not stated","14"
"Others","1"
"Wood/Firewood","4866"
"Total","6083"
