"Population by Five Years Age Group","Number"
"0-4",""
"Female","1046"
"Male","1234"
"10-14",""
"Female","1739"
"Male","1727"
"15-19",""
"Female","1580"
"Male","1267"
"20-24",""
"Female","1285"
"Male","631"
"25-29",""
"Female","1199"
"Male","516"
"30-34",""
"Female","898"
"Male","420"
"35-39",""
"Female","930"
"Male","422"
"40-44",""
"Female","789"
"Male","453"
"45-49",""
"Female","697"
"Male","383"
"50-54",""
"Female","703"
"Male","487"
"55-59",""
"Female","633"
"Male","483"
"5-9",""
"Female","1430"
"Male","1476"
"60-64",""
"Female","601"
"Male","460"
"65-69",""
"Female","401"
"Male","383"
"70-74",""
"Female","315"
"Male","287"
"75+",""
"Female","353"
"Male","356"
