"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas Fuel","9"
"Cow Dung","3029"
"Electricity Fuel","1"
"KeroseneFuel","21"
"LP Gas","2"
"Not Sated about Fuel","15"
"OthersFuel","12"
"Wood/FireWood","191"
"Total","3280"
