"Population by Mother tongue","Number"
"Angika",""
"Female","4660"
"Male","4419"
"","9079"
"Bangla",""
"Female","22"
"Male","21"
"","43"
"Bhojpuri",""
"Female","23"
"Male","17"
"","40"
"Bhujel",""
"Female","371"
"Male","322"
"","693"
"Ganagai",""
"Female","69"
"Male","57"
"","126"
"Gurung",""
"Female","10"
"Male","14"
"","24"
"Hariyanwi",""
"Female","98"
"Male","96"
"","194"
"Hindi",""
"Female","53"
"Male","47"
"","100"
"Magahi",""
"Female","113"
"Male","112"
"","225"
"Maithili",""
"Female","10427"
"Male","10573"
"","21000"
"Nepali",""
"Female","753"
"Male","680"
"","1433"
"Newar",""
"Female","14"
"Male","14"
"","28"
"Not Reported",""
"Female","64"
"Male","53"
"","117"
"Others",""
"Female","84"
"Male","69"
"","153"
"Rajbanshi",""
"Female","1196"
"Male","1133"
"","2329"
"Santhali",""
"Female","599"
"Male","581"
"","1180"
"Sunuwar",""
"Female","13"
"Male","11"
"","24"
"Tharu",""
"Female","64"
"Male","51"
"","115"
"Urdu",""
"Female","1302"
"Male","1189"
"","2491"
