"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas Fuel","38"
"Cow Dung","6524"
"Electricity Fuel","1"
"KeroseneFuel","140"
"LP Gas","146"
"Not Sated about Fuel","24"
"OthersFuel","239"
"Wood/FireWood","845"
"Total","7957"
