"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas Fuel","455"
"Cow Dung","36"
"Electricity Fuel","262"
"KeroseneFuel","81"
"LP Gas","2721"
"Not Sated about Fuel","57"
"OthersFuel","50"
"Wood/FireWood","15822"
"Total","19484"
