"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas Fuel","3"
"Cow Dung","3"
"Electricity Fuel","0"
"KeroseneFuel","10"
"LP Gas","35"
"Not Sated about Fuel","14"
"OthersFuel","0"
"Wood/FireWood","3571"
"Total","3636"
