"Population by Caste Ethinicity","Number"
"Brahman - Hill",""
"Female","52"
"Male","61"
"","113"
"Chhetri",""
"Female","6144"
"Male","4897"
"","11041"
"Dalit Others",""
"Female","428"
"Male","314"
"","742"
"Damai/Dholi",""
"Female","274"
"Male","197"
"","471"
"Gurung",""
"Female","207"
"Male","157"
"","364"
"Kami",""
"Female","1533"
"Male","1283"
"","2816"
"Magar",""
"Female","4151"
"Male","3318"
"","7469"
"Majhi",""
"Female","32"
"Male","28"
"","60"
"Others",""
"Female","13"
"Male","12"
"","25"
"Sanyasi/Dasnami",""
"Female","247"
"Male","196"
"","443"
"Sarki",""
"Female","29"
"Male","31"
"","60"
"Thakali",""
"Female","17"
"Male","10"
"","27"
