"Population by Caste/Ethinicity","Number"
"Badi",""
"Female","83"
"Male","86"
"Brahman - Hill",""
"Female","359"
"Male","396"
"Chhetri",""
"Female","4000"
"Male","3724"
"Dalit Others",""
"Female","9"
"Male","7"
"Damai/Dholi",""
"Female","124"
"Male","122"
"Gurung",""
"Female","29"
"Male","30"
"Kami",""
"Female","763"
"Male","757"
"Magar",""
"Female","1541"
"Male","1595"
"Others",""
"Female","15"
"Male","12"
"Sanyasi/Dasnami",""
"Female","56"
"Male","60"
"Sarki",""
"Female","678"
"Male","653"
"Tamang",""
"Female","70"
"Male","81"
"Thakuri",""
"Female","797"
"Male","673"
