"Population by Five Years Age Group","Number"
"0-4",""
"Female","2796"
"Male","3031"
"10-14",""
"Female","3999"
"Male","4105"
"15-19",""
"Female","3538"
"Male","2811"
"20-24",""
"Female","2770"
"Male","1735"
"25-29",""
"Female","2391"
"Male","1557"
"30-34",""
"Female","1869"
"Male","1271"
"35-39",""
"Female","1676"
"Male","1218"
"40-44",""
"Female","1469"
"Male","1158"
"45-49",""
"Female","1112"
"Male","992"
"50-54",""
"Female","884"
"Male","883"
"55-59",""
"Female","723"
"Male","672"
"5-9",""
"Female","3523"
"Male","3621"
"60-64",""
"Female","820"
"Male","716"
"65-69",""
"Female","489"
"Male","513"
"70-74",""
"Female","338"
"Male","353"
"75+",""
"Female","330"
"Male","309"
